filename,snr_db
46_90.wav,2.4
DgDAM50rM_U_S0---0000.000-0013.510__2m.m4a,1
DgDAM50rM_U_S102---0074.230-0084.080__2m.m4a,0.59
DgDAM50rM_U_S102---0104.530-0113.750__2m.m4a,0.14
DgDAM50rM_U_S102---0113.750-0132.910__2m.m4a,0.03
DgDAM50rM_U_S102---0132.910-0143.720__2m.m4a,0.07
DgDAM50rM_U_S102---0143.720-0151.180__2m.m4a,0.06
DgDAM50rM_U_S102---0151.180-0159.260__2m.m4a,-0.21
DgDAM50rM_U_S102---0159.260--0172.160__2m.m4a,-0.31
DgDAM50rM_U_S102---0172.220--0183.780__2m.m4a,0.15
DgDAM50rM_U_S102---0183.810--0203.350__2m.m4a,-0.18
DgDAM50rM_U_S102---0203.350-0209.970__2m.m4a,0.58
DgDAM50rM_U_S102---0209.970-0214.610__2m.m4a,0.25
mar_0001_2m.m4a,-0.34
mar_0001_2m.wav,0.18
mar_0002_2m.m4a,-0.64
mar_0002_2m.wav,0.03
mar_0003_2m.m4a,0.01
mar_0003_2m.wav,-0.03
mar_0004_2m.m4a,-0.69
mar_0004_2m.wav,0.05
mar_0005_2m.m4a,-0.16
mar_0005_2m.wav,0
mar_0006_2m.m4a,-0.65
mar_0006_2m.wav,-0.03
mar_0007_2m.m4a,-0.7
mar_0007_2m.wav,0.06
mar_0008_2m.m4a,-0.57
mar_0008_2m.wav,0.04
mar_0009_2m.m4a,-0.49
mar_0009_2m.wav,0.06
mar_0010_2m.m4a,-0.83
mar_0010_2m.wav,0.21
mar_0016_2m.m4a,-0.11
mar_0016_2m.wav,-0.31
mar_0016_2m_180.m4a,-0.52
mar_0016_2m_45.m4a,1.22
mar_0016_2m_90.m4a,-0.81
mar_0017_2m.m4a,-0.02
mar_0017_2m.wav,-0.02
mar_0017_2m_180.m4a,-0.93
mar_0017_2m_45.m4a,0.13
mar_0017_2m_90.m4a,-0.43
mar_0018_2m.m4a,-0.14
mar_0018_2m.wav,-0.24
mar_0018_2m_180.m4a,-0.72
mar_0018_2m_45.m4a,1.18
mar_0018_2m_90.m4a,-0.44
mar_0019_2m.m4a,-0.21
mar_0019_2m.wav,-0.18
mar_0019_2m_180.m4a,-0.71
mar_0019_2m_45.m4a,1.12
mar_0019_2m_90.m4a,-0.48
mar_0020_2m.m4a,0.15
mar_0020_2m.wav,-0.3
mar_0020_2m_180.m4a,-0.36
mar_0020_2m_45.m4a,1.69
mar_0020_2m_90.m4a,0.2
mar_0021_2m.m4a,-0.26
mar_0021_2m.wav,-0.09
mar_0022_2m.m4a,-1
mar_0022_2m.wav,-0.02
mar_0023_2m.m4a,-0.82
mar_0023_2m.wav,-0.03
mar_0024_2m.m4a,-0.15
mar_0024_2m.wav,-0.27
mar_0025_2m.m4a,-0.41
mar_0025_2m.wav,-0.33
mar_0026_2m.m4a,-0.84
mar_0026_2m.wav,-0.23
mar_0027_2m.m4a,0.79
mar_0027_2m.wav,-0.4
mar_0028_2m.m4a,-0.39
mar_0028_2m.wav,-0.18
mar_0029_2m.m4a,-0.76
mar_0029_2m.wav,-0.2
mar_0030_2m.m4a,-0.51
mar_0030_2m.wav,-0.31
mar_0031_2m.m4a,-0.87
mar_0031_2m.wav,-0.35
mar_0032_2m.m4a,-0.47
mar_0032_2m.wav,-0.39
mar_0033_2m.m4a,0.1
mar_0033_2m.wav,-0.27
mar_0034_2m.m4a,-0.55
mar_0034_2m.wav,-0.21
mar_0035_2m.m4a,-0.63
mar_0035_2m.wav,-0.23
mar_0036_2m.m4a,-0.57
mar_0036_2m.wav,-0.19
mar_0037_2m.m4a,-0.67
mar_0037_2m.wav,-0.33
mar_0038_2m.m4a,-0.57
mar_0038_2m.wav,-0.12
mar_0039_2m.m4a,-0.52
mar_0039_2m.wav,-0.26
mar_0040_2m.m4a,-0.11
mar_0040_2m.wav,-0.27
mar_0041_2m.m4a,-0.58
mar_0041_2m.wav,-0.32
mar_0042_2m.m4a,-0.87
mar_0042_2m.wav,0.18
mar_0043_2m.m4a,-0.71
mar_0043_2m.wav,-0.04
mar_0044_2m.m4a,-0.66
mar_0044_2m.wav,0.08
mar_0045_2m.m4a,-0.01
mar_0045_2m.wav,0.31
mar_0046_2m.m4a,-0.39
mar_0046_2m.wav,-0.08
mar_0047_2m.m4a,-0.54
mar_0047_2m.wav,0.07
mar_0048_2m.m4a,-0.24
mar_0048_2m.wav,0.06
mar_0049_2m.m4a,-0.86
mar_0049_2m.wav,0.11
mar_0050_2m.m4a,-0.92
mar_0050_2m.wav,0.2
mar_0051_2m.m4a,-0.53
mar_0051_2m.wav,-0.02
mar_0052_2m.m4a,-0.55
mar_0052_2m.wav,-0.03
mar_0053_2m.m4a,-0.98
mar_0053_2m.wav,0.2
Mar_0054_2m.m4a,-0.72
Mar_0054_2m.wav,-0.01
mar_0055_2m.m4a,-0.93
mar_0055_2m.wav,0.11
mar_0056_2m.m4a,-0.95
mar_0056_2m.wav,0.13
mar_0057_2m.m4a,-0.99
mar_0057_2m.wav,0.29
mar_0058_2m.m4a,-0.79
mar_0058_2m.wav,0.04
mar_0059_2m.m4a,-0.63
mar_0059_2m.wav,0.07
mar_0061_2m.m4a,0.64
mar_0061_2m.wav,0.22
mar_0062_2m.m4a,-1.09
mar_0062_2m.wav,0.08
mar_0063_2m.m4a,-0.51
mar_0063_2m.wav,0
mar_0064_2m.m4a,-0.72
mar_0064_2m.wav,0.03
mar_0065_2m.m4a,-1.1
mar_0065_2m.wav,0.07
mar_0066_2m.m4a,-0.81
mar_0066_2m.wav,0.09
mar_0067_2m.m4a,-0.56
mar_0067_2m.wav,0
mar_0068_2m.m4a,1.73
mar_0068_2m.wav,0.56
mar_0069_2m.m4a,-0.27
mar_0069_2m.wav,-0.13
mar_0070_2m.m4a,-0.93
mar_0070_2m.wav,0.09
mar_0071_2m.m4a,-0.72
mar_0071_2m.wav,0.1
mar_0072_2m.m4a,-0.95
mar_0072_2m.wav,0.05
mar_0073_2m.m4a,-0.32
mar_0073_2m.wav,-0.12
mar_0074_2m.m4a,-0.7
mar_0074_2m.wav,0.07
mar_0075_2m.m4a,-0.23
mar_0075_2m.wav,-0.12
mar_0076_2m.m4a,-0.62
mar_0076_2m.wav,0.05
mar_0077_2m.m4a,-0.87
mar_0077_2m.wav,0.06
mar_0078_2m.m4a,-0.68
mar_0078_2m.wav,0
mar_0079_2m.m4a,-0.3
mar_0079_2m.wav,-0.15
mar_0080_2m.m4a,-0.43
mar_0080_2m.wav,0.03
mar_0081_2m.m4a,0.49
mar_0081_2m.wav,-0.31
mar_0082_2m.m4a,-0.08
mar_0082_2m.wav,-0.1
mar_0083_2m.m4a,-0.66
mar_0083_2m.wav,-0.03
mar_0084_2m.m4a,-0.44
mar_0084_2m.wav,-0.05
mar_0085_2m.m4a,-0.29
mar_0085_2m.wav,0.12
mar_0086_2m.m4a,-0.31
mar_0086_2m.wav,-0.09
mar_0087_2m.m4a,0.17
mar_0087_2m.wav,-0.3
mar_0088_2m.m4a,-0.66
mar_0088_2m.wav,-0.25
mar_0089_2m.m4a,-0.71
mar_0089_2m.wav,0.34
mar_0090_2m.m4a,-0.04
mar_0090_2m.wav,-0.04
mar_0091_2m.m4a,-0.56
mar_0091_2m.wav,-0.03
mar_0092_2m.m4a,-1.03
mar_0092_2m.wav,0.22
mar_0093_2m.m4a,-0.33
mar_0093_2m.wav,-0.05
mar_0094_2m.m4a,1.18
mar_0094_2m.wav,-0.31
mar_0095_2m.m4a,-1.01
mar_0095_2m.wav,0.25
mar_0096_2m.m4a,-0.06
mar_0096_2m.wav,-0.26
mar_0097_2m.m4a,-0.98
mar_0097_2m.wav,0.11
mar_0098_2m.m4a,-0.62
mar_0098_2m.wav,0
mar_0099_2m.m4a,-0.62
mar_0099_2m.wav,-0.02
mar_0103_2m_180.m4a,-1
mar_0103_2m_45.m4a,-0.48
mar_0103_2m_90.m4a,-1.24
mar_0104_2m_180.m4a,-1.36
mar_0104_2m_45.m4a,-1.08
mar_0104_2m_90.m4a,-1.44
mar_0105_2m_180.m4a,-0.74
mar_0105_2m_45.m4a,-0.55
mar_0105_2m_90.m4a,-0.61
mar_0106_2m_180.m4a,-0.91
mar_0106_2m_45.m4a,-0.6
mar_0106_2m_90.m4a,-0.87
mar_0107_2m_180.m4a,-1.34
mar_0107_2m_45.m4a,-1.09
mar_0107_2m_90.m4a,-0.99
mar_0108_2m_180.m4a,-1.44
mar_0108_2m_45.m4a,-0.89
mar_0108_2m_90.m4a,-1.28
mar_0109_2m_180.m4a,-1.1
mar_0109_2m_45.m4a,-0.74
mar_0109_2m_90.m4a,-0.32
mar_0110_2m_180.m4a,-1.37
mar_0110_2m_45.m4a,-0.91
mar_0110_2m_90.m4a,-1.17
mar_0111_2m_180.m4a,-0.44
mar_0111_2m_45.m4a,-0.72
mar_0111_2m_90.m4a,-0.44
mar_0112_2m_180.m4a,-0.93
mar_0112_2m_45.m4a,-0.29
mar_0112_2m_90.m4a,-0.18
mar_0113_2m_180.m4a,-0.64
mar_0113_2m_45.m4a,0.31
mar_0113_2m_90.m4a,0.08
mar_0114_2m_180.m4a,-0.81
mar_0114_2m_45.m4a,-0.28
mar_0114_2m_90.m4a,0.69
mar_0115_2m_180.m4a,1.88
mar_0115_2m_45.m4a,0.87
mar_0115_2m_90.m4a,1.5
mar_0116_2m_180.m4a,-0.52
mar_0116_2m_45.m4a,1.22
mar_0116_2m_90.m4a,-0.81
mar_0117_2m_180.m4a,-0.93
mar_0117_2m_45.m4a,0.13
mar_0117_2m_90.m4a,-0.43
mar_0118_2m_180.m4a,-0.72
mar_0118_2m_45.m4a,1.18
mar_0118_2m_90.m4a,-0.44
mar_0119_2m_180.m4a,-0.71
mar_0119_2m_90.m4a,-0.48
mar_0120_2m_180.m4a,-0.36
mar_0120_2m_45.m4a,1.69
mar_0120_2m_90.m4a,0.2
mar_0121_2m_180.m4a,-0.31
mar_0121_2m_45.m4a,0.2
mar_0121_2m_90.m4a,-0.37
mar_0122_2m_180.m4a,-0.79
mar_0122_2m_45.m4a,1.99
mar_0122_2m_90.m4a,0.7
mar_0123_2m_180.m4a,-0.69
mar_0123_2m_45.m4a,2.71
mar_0123_2m_90.m4a,-0.59
mar_0124_2m_180.m4a,-0.64
mar_0124_2m_45.m4a,0.64
mar_0124_2m_90.m4a,-0.25
mar_0125_2m_180.m4a,-0.81
mar_0125_2m_45.m4a,0.2
mar_0125_2m_90.m4a,-0.32
mar_0126_2m_180.m4a,-0.32
mar_0126_2m_45.m4a,1.63
mar_0126_2m_90.m4a,0.94
mar_0127_2m_180.m4a,0.04
mar_0127_2m_45.m4a,2.3
mar_0127_2m_90.m4a,1.13
mar_0128_2m_180.m4a,-0.52
mar_0128_2m_45.m4a,1.76
mar_0128_2m_90.m4a,0.47
mar_0129_2m_180.m4a,-0.13
mar_0129_2m_45.m4a,2.08
mar_0129_2m_90.m4a,0.75
mar_0130_2m_180.m4a,-1.16
mar_0130_2m_45.m4a,0.15
mar_0130_2m_90.m4a,-0.75
mar_0131_2m_180.m4a,-0.75
mar_0131_2m_45.m4a,1.76
mar_0131_2m_90.m4a,0.45
mar_0132_2m_180.m4a,-0.41
mar_0132_2m_45.m4a,1.55
mar_0132_2m_90.m4a,1.22
mar_0133_2m_180.m4a,-0.9
mar_0133_2m_45.m4a,1.38
mar_0133_2m_90.m4a,-0.23
mar_0134_2m_180.m4a,1.46
mar_0134_2m_45.m4a,2.8
mar_0134_2m_90.m4a,1.52
mar_0135_2m_180.m4a,-0.9
mar_0135_2m_45.m4a,1.26
mar_0135_2m_90.m4a,-0.32
mar_0136_2m_180.m4a,0.32
mar_0136_2m_45.m4a,2.61
mar_0137_2m_180.m4a,-0.82
mar_0137_2m_45.m4a,2.7
mar_0137_2m_90.m4a,0.11
mar_0138_2m_180.m4a,-0.28
mar_0138_2m_45.m4a,3.15
mar_0138_2m_90.m4a,0.31
mar_0139_2m_180.m4a,-0.03
mar_0139_2m_45.m4a,0.71
mar_0140_2m_180.m4a,-0.37
mar_0140_2m_45.m4a,1.5
mar_0140_2m_90.m4a,0.02
mar_0141_2m_180.m4a,-0.82
mar_0141_2m_45.m4a,1.25
mar_0141_2m_90.m4a,-0.22
mar_0142_2m_180.m4a,-0.66
mar_0142_2m_45.m4a,1.27
mar_0142_2m_90.m4a,0.04
mar_0143_2m_180.m4a,-0.42
mar_0143_2m_45.m4a,1.76
mar_0143_2m_90.m4a,0.12
mar_0144_2m_180.m4a,1.23
mar_0144_2m_45.m4a,2.75
mar_0144_2m_90.m4a,1.32
mar_0145_2m_180.m4a,0.02
mar_0145_2m_45.m4a,2.55
mar_0145_2m_90.m4a,0.14
mar_0146_2m_180.m4a,-0.08
mar_0146_2m_45.m4a,0.8
mar_0146_2m_90.m4a,0.28
mar_0147_2m_180.m4a,0.11
mar_0147_2m_45.m4a,0.75
mar_0147_2m_90.m4a,-0.37
mar_0148_2m_180.m4a,-0.74
mar_0148_2m_45.m4a,1.53
mar_0148_2m_90.m4a,-0.3
mar_0149_2m_180.m4a,-0.67
mar_0149_2m_45.m4a,2.47
mar_0149_2m_90.m4a,0.05
mar_0150_2m_180.m4a,-0.47
mar_0150_2m_45.m4a,1.54
mar_0150_2m_90.m4a,0.06
mar_100_2m.m4a,-0.55
mar_100_2m.wav,-0.08
mar_10__2m.m4a,-0.18
mar_1__2m.m4a,1
mar_2__2m.m4a,0.59
mar_3__2m.m4a,0.14
mar_4__2m.m4a,0.03
mar_5__2m.m4a,0.07
mar_6__2m.m4a,0.06
mar_7__2m.m4a,-0.21
mar_8__2m.m4a,-0.31
mar_9__2m.m4a,0.15
